Release date,Product Family,Product,Platform,Impact,Max Severity,Article,Article (Link),Supercedence,Download,Download (Link),Build Number,Details,Details (Link),Base Score,Temporal Score,Customer Action Required
14 gen 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21219,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21219,4.3,3.8,true
14 gen 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21327,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21327,6.6,5.8,true
14 gen 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21321,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21321,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21321,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21321,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21320,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21320,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21319,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21319,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21319,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21319,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2016,,Spoofing,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21314,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21314,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2019,,Spoofing,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21314,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21314,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21309,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21309,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21309,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21309,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21306,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21306,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21303,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21303,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21296,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21296,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21293,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21293,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21268,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21268,4.3,3.9,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21242,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21242,5.9,5.2,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21241,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21241,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21236,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21236,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21409,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21409,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21238,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21238,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21240,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21240,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21417,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21417,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21332,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21332,4.3,3.8,true
14 gen 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21378,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21378,7.8,6.8,true
14 gen 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21374,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21374,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21339,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21339,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21339,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21339,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21336,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21336,5.6,4.9,true
14 gen 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21331,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21331,7.3,6.4,true
14 gen 2025,Windows,Windows Server 2016,,Spoofing,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21308,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21308,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2019,,Spoofing,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21308,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21308,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21305,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21305,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21300,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21300,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21286,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21286,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Denial of Service,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21274,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21274,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21261,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21261,6.6,5.8,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21231,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21228,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21228,6.6,5.8,true
14 gen 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21226,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21226,6.6,5.8,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21225,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21225,5.9,5.2,true
14 gen 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21211,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21211,6.8,5.9,true
14 gen 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21202,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21202,6.1,5.3,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21220,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21220,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21329,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21329,4.3,3.8,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21278,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21278,6.2,5.4,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21389,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21389,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21219,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21219,4.3,3.8,true
14 gen 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21382,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21382,7.8,6.8,true
14 gen 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21341,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21341,6.6,5.8,true
14 gen 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21320,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21320,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21316,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21316,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21306,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21306,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21304,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21304,7.8,6.8,true
14 gen 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21304,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21304,7.8,6.8,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21303,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21303,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21302,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21302,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21302,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21302,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21301,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21301,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21301,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21301,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2016,,Security Feature Bypass,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21299,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21299,7.1,6.2,true
14 gen 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21299,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21299,7.1,6.2,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21298,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21298,9.8,8.5,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21298,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21298,9.8,8.5,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21297,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21297,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21297,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21297,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21296,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21296,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21295,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21295,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21295,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21295,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21294,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21294,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21294,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21294,8.1,7.1,true
14 gen 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21293,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21293,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21291,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21291,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21290,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21290,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2019,,Denial of Service,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21290,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21290,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21289,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21289,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2019,,Denial of Service,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21289,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21289,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21288,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21288,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21288,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21288,6.5,5.7,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21285,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21285,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2019,,Denial of Service,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21285,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21285,7.5,6.5,true
14 gen 2025,Windows,Windows Server 2016,,Denial of Service,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21284,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21284,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2019,,Denial of Service,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21284,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21284,5.5,4.8,true
14 gen 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5049993,https://support.microsoft.com/help/5049993,5048671,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5049993,10.0.14393.7699,CVE-2025-21282,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21282,8.8,7.7,true
14 gen 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5050008,https://support.microsoft.com/help/5050008,5048661,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5050008,10.0.17763.6775,CVE-2025-21282,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-21282,8.8,7.7,true
